title,period,username,date,comment,head
ślepnąc od świateł,(2018-) miniserial,pawelostutos,04/11/2018 01:24,Rewelacja. Doczekaliśmy się czegoś co znaliśmy tylko z amerykańskiego shitu. Mamy serial na wagę adrenaliny i podniecenia. Kamil-kilka ról w odpowiedzialnych rolach i będziesz polskim James Bond. Zaparlo mi dech. W końcu!,W koncu
ślepnąc od świateł,(2018-) miniserial,Madagasqaar,04/11/2018 00:33,niestety nie poniósł... jak to się stało że w ogóle go wzięli????? strzał w kolano..,GŁÓWNY AKTOR
ślepnąc od świateł,(2018-) miniserial,chadowski,03/11/2018 16:55,"Bardzo dobry serial, ale czy będzie drugi sezon?",Świetne serial 
ślepnąc od świateł,(2018-) miniserial,LukaszJarosz25,03/11/2018 12:34,"Jak sądzicie, jaka jest jego wymowa? W książce Jacek staje, pada na niego czarny deszcz i się uśmiecha, dzwoni telefon. W serialu Kuba mówi Dariowi ""ty nie istniejesz"" i rozwala telefon, potem pada smoła z nieba i na koniec ktoś go woła (Pazina?). Czy Żulczyk chciał jeszcze bardziej niż w powieści podkreślić, że opowieść ta jest złym snem o Warszawie? Że wszystko nie dzieje się naprawdę? Albo, że tylko Dario tu jest nieprawdziwy (alter ego Kuby?), skoro wyszedł cało zakopany żywcem czy z tej kraksy samochodowej? Ciekawe... Widząc zmiany fabularne, byłem pewien, że Żulczyk i zakończenie trochę zmodyfikuję (stawiam dolary, że ta wersja była jedną z wersji zakończenie książki, która nie poszła do druku, znam to).W ogóle Kuba nie jest Jackiem chyba dlatego, by jeszcze bardziej pogłębić wrażenie, że Jakub Żulczyk pisał tę powieść niejako o sobie (nie chodzi o fabułę, ale mentalność postaci - outsider z Olsztyna).",Zakończenie dla znających książkę
ślepnąc od świateł,(2018-) miniserial,normajeane,30/10/2018 17:48,"Wiele czytałam o tym serialu w rozmaitych czasopismach. Recenzje bardzo pochlebne, pisane nie przez tych dziennikarzy, którzy dostali prikaz napisania dobrej recenzji o serialu, którego nie widzieli, lecz którzy to byli już po pokazach przedpremierowych. Ergo: moje oczekiwania zostały wyśrubowane do maksimum.Tymczasem… Serial jest bardzo nierówny. Zarówno w wypadku płyt, książek, seriali jak i filmów bardzo nie lubię oscylowania zgodnie z krzywą Gaussa z poziomem narracji. Amatorszczyzna w pełnej krasie (Pokrzywińska, Nożyński) przeplata się z aktorstwem wielkim, by nie rzec - genialnym (Frycz). Prezentacja – jakże wielowątkowej, początkowo trudnej do ogarnięcia – fabuły poprzez swą nielinearność i częste reminiscencje na dłuższą metę staje się męcząca i nużąca. Wiele scen powinno zostać usuniętych z serialu (np. wątki metaforyczni-oniryczne). Wiele wątków natomiast – rozszerzonych (np. rozliczne casusy MWIZWO i ich harców – zdecydowanie za mało było tego typu scenek rodzajowych, dopracowanych, co trzeba przyznać, w każdym calu i wyreżyserowanych bardzo sprawnie). Nadmiar naturszczyków i pannic zatrudnionych najpewniej po znajomości, bo na pewno nie po urodzie lub talencie, nigdy nie powinno się pojawić w żadnym z odcinków – takie zabiegi powodują, że leci na łeb wysoka ocena serialu i spada w kierunku noty mocno średniej. Kolejnym mankamentem jest to, że są odcinki zdecydowanie dobre warsztatowo, narracyjnie, reżysersko, scenograficznie, są też, niestety, pełne „zapchajdziur” nikomu niepotrzebnych, które zaniżają poziom i tempo akcji, rozleniwiają i irytują.Jasnym, najjaśniejszym punktem jest wybitnie zagrana rola Jana Frycza. Aktor pokazał pełnię swoich możliwości – w geście, spojrzeniu, prozodii, niuansach, wyrazie twarzy, pantomimice. Zakończenie jest tak puste i głupie, że niszczy praktycznie cały dotychczasowy dyskurs, poprzez swą irracjonalność. Poczułam się tak, jak by autor scenariusza, zaś uprzednio - książki, nie miał już żadnego pomysłu na to, jak ową historię zakończyć, tymczasem terminy goniły i coś z tym draftem zrobić trzeba wreszcie było. Bardzo zmarnowany potencjał. Przykro było patrzeć.Cóż, serial ów na pewno nie zachęci mnie do przeczytania książki Żulczyka. Niemniej – jest to jeden z tych seriali, które dzięki kilku scenom zapiszą się na raczej krócej niż dłużej w mojej pamięci.",Aniridia
ślepnąc od świateł,(2018-) miniserial,CozzY,02/11/2018 21:20,"gdy powiem, że nareszcie po roku latach posuchy, doczekaliśmy się polskiego serialu, który będzie kultowy.",Raczej nie przesadzę...
ślepnąc od świateł,(2018-) miniserial,natttala,02/11/2018 21:04,"Fajny pomysł, ciekawa fabuła, za to główny aktor to jakiś dramat. W momencie kiedy się odezwie, cały klimat jaki wypracowali inni pryska. Wszystko mówione jednym tonem, no masakra. Nie wiem czemu go wybrali - debiut bardzo nieudany.Za to Frycz to chyba rola życia ;)",Aktorzy z Trudnych spraw lepiej grają ;)
ślepnąc od świateł,(2018-) miniserial,vvronka,01/11/2018 23:08,"Czy ktoś wie co to za restauracja z palmami, w której Jacek spotkał się z Pauliną w drugim odcinku?",Odc. 2 restauracja z palmami 
ślepnąc od świateł,(2018-) miniserial,zarazzapomnelogin,02/11/2018 13:11,Bezdennie pretensjonalny... Rozkręca się potem? Spuszcza z tonu i udawanego artyzmu? Czy kolejne odcinki utrzymują poziom pierwszego?,Po pierwszym odcinku
ślepnąc od świateł,(2018-) miniserial,kudlatek1969,02/11/2018 09:31,"Serial bardzo mocny,realistyczny i można powiedzieć że oparty na prawdziwych zdarzeniach.Pitbull wygląda przy nim jak bajeczka na dobranoc. Jan Frycz rola życia. Pozostali zagrali bardzo dobrze. Serial sprzeda sie znakomicie w Polsce jak i na całym świecie","Szambo wylewające się prosto z ""warszawskich salonów"""
ślepnąc od świateł,(2018-) miniserial,kajtanka2,01/11/2018 21:38,"Czytałam książkę i jest ok, ja wiem, że główny bohater ma być zdystansowany i trochę sztywny, ale nie da się sztywno grać sztywniaka...jakaś porażka niestety...reszta ok",Cóż...
ślepnąc od świateł,(2018-) miniserial,Bastienson,01/11/2018 21:29,"Dość wciągający, dobrze zrealizowany i zmontowany serial.Gra Frycza, Więckiewicza, Chabiora i Lubosa zdecydowanie ciągnęła ten go przez cały czas. Niektóre role drugoplanowe wypowiadały kwestie jakby były czytane z kartki przez losowo wybrane osoby z ulicy.Główna rola debiutanta jak dla mnie osobiście trochę ""drewniana"" jakby męczyło go każde wypowiadane zdanie, ale może tak to miało własnie wyglądać- jakby tak intensywnie obmyślał każdą odpowiedź, że energii brakowało na wypowiedzenie kwestii :D Mimo wszystko warto obejrzeć, bo jedna z lepszych produkcji stworzonej na naszej ziemi. Były potknięcia, ale jak nie ma co się lubi to lubi...",Całkiem dobrze
ślepnąc od świateł,(2018-) miniserial,xMinoo,01/11/2018 20:33,"Dialogi niektórych postaci wydają się być drętwe i sztuczne w tym głównego bohatera. A tak poza tym narazie zajebisty serial-fabuła, muzyka, klimat",Dialogi
ślepnąc od świateł,(2018-) miniserial,r_cohle,31/10/2018 15:46,Co to za muza grana w klubie Betlejem?,Betlejem.
ślepnąc od świateł,(2018-) miniserial,nickowa16,01/11/2018 16:39,"Tutaj wypisujmy. Na początek:Z tego co pamiętam to w książce:- Pani Maria, sąsiadka Kuby wcale nie umarła,nawet nie słyszała jak Stryj się włamywał do mieszkania Kuby- Nie było nic o tym że Stryj uwięził swoją kobietę w mieszkaniu- Kuba i Pazina nie byli gośćmi u p. MariiMoże się mylę ale nie pamietam takich scen",Różnice między serialem a książką
ślepnąc od świateł,(2018-) miniserial,plazmat,01/11/2018 09:05,Bo chciałem poczytać w Auto Świat.,Jakie BMW ma Kubuś?
ślepnąc od świateł,(2018-) miniserial,herbatnikPL,01/11/2018 06:19,"Cześć wszystkim,widziałem pierwszy odc. serialu, dopiero potem ogarnąłem że jest książka, pod tym samym tytułem. Czy obejrzenie wszystkich 8. odcinków może przeszkodzić w odbiorze książki, którą przeczytam później?",Serial czy książka?
ślepnąc od świateł,(2018-) miniserial,hanzu,31/10/2018 15:08,"Jak interpretujecie końcówkę?znalazłem takie informacje, że Kuba ginie na weselu, a reszta to wizja sprzed strzału, który chyba słychać w scenie jak spada na niego czarny deszcz.lubW ostatnim odcinku Kuba i Dario to jedna osoba - martwy Dario został wchłonięty przez Kubę.Jak u Was?",końcówka <spoiler!> 
ślepnąc od świateł,(2018-) miniserial,matenigmat,31/10/2018 21:48,"Co mi się w serialu podobało:- Scena z pożarem betlejem, długie ujęcie i próba ogaru sytuacji, dosyć realistycznie to wyglądało i efektownie bardzo na plus- wstawki, że nie wiadomo kto z kim dlaczego, scenka się dzieje, a potem jednak nie bo jest powrot do przeszlosci sprzed chwili, niby tani numer w filmach i znany juz w grach jednak tutaj wyglądąło to fajnie- relacja Jarka i Daria i w ogóle postać Dario to odpał- mocny, sążny, depresyjny klimat, fil mwręcz ocieka klimatem jest audiowizualnym doświadczeniem...- dobór muzyki (Siekiera na plus)Co mi się w serialu nie podobało:- scenki odtwarzalne schematyczne przedstawianie nowych postaci wręcz teatralne i do bólu odtwórcze w nastepnych odcinkach. Schemat typu: ""kurła, kurła coś tam, coś tam. Kurła wypiełdalaj! O cześć kubuś. Co tam kurła?"" Tak zostały przedstawione chyba ze 3 -4 postaci w tym filmie.- no właśnie czasem te kurły wpisane na siłę. Na dzieńdobry kurła, kurła i jeszcze raz kurła. Błyskotliwe dialogi nie ma co xD Normalni ludzie tak nie rozmawiają no chyba że patola z wawy tak godo, ja nie tamtejszy więc ktoś mnie może oświeci w tym temacie i wyprowadzi z błędu ;)- czasem drewniane ruchy i intonacja postaci głównie Kuby i paru innych w niektórych scenach, jakby nagrywali scene na szybko ktorys raz juz zmeczeni i czytali z kartki intonując teatralnie jak dzieci na szkolnym przedstawieniu, nie wygladalo to zachęcająco i realnie- odtwórcze intro w postaci wejścia do klubu pojawiło się x20(!!!) w przeciągu 8 odcinkach, normalnie nie musiałem jechać do wawy i już wszystkie kluby znam od wewnątrz na wylot, nie wiem tylko czy chcę je znać, a samo wchodzenie do klubu i kamera zza pleców kuby po którymś razie się po prostu nudzi- czasem za dużo klimatu, za dużo formy, za mało treści, choelra wie za cyzm tam biegają, jakieś ważniejsze sceny które można byłoby dodać do filmu, mam wrażenie zostały zastąpione tymi dodającymi klimatuOgółem moja ocena: 8/10 na zachęte nadwyrężone, bo posucha w polskich dobrych serialach, a ten się ewidentnie wybija. Jeśli miałbym ednak porównywać do zagranicznych to ocena minus jeden czyli 7/10 maksymalnie.",Wciągnięty na szybko
ślepnąc od świateł,(2018-) miniserial,karimnaf,31/10/2018 18:29,"Nie czytałem książki, więc może troche logika mi siada, ale mam takie trzy pytania:1) Czy serial skonczyl sie tak jak ksiazka? Tzn czy bedzie ciag dalszy2) Co to znaczy ""ciebie tu nie ma"" na koniec3) Czemu mialy sluzyc te psychodeliczne sceny?",?
ślepnąc od świateł,(2018-) miniserial,loopic,31/10/2018 14:41,"Produkcja ze wszech miar udana. Poza opisywanymi zaletami dodam jedną, która jest dla mnie przysłowiową ""wisienką na torcie"".Jest to bodaj pierwsza produkcja, w której tak mocno pokazano kulturę berlińskiego minimal techno. Piękne, surowe, hipnotyczne beaty. W miarę fajnie oddano też klimat takich imprez, choć wiadomo to całe ""Betlejem"" trochę zbyt cukierkowate i hipsterskie. Berlin to jeszcze nie jest, ale i tak duży plus. :)Tak czy inaczej. Muzyka w serialu z pewnością jest pozytywnym zaskoczeniem.:)",Minimal techno
ślepnąc od świateł,(2018-) miniserial,SathyaSaiBaba,31/10/2018 11:45,"Widzę duże inspiracje Refnem, ale nadmiar przemocy czasem może zaszkodzić i zrobić sieczkę, jak u Vegi. Debilnych karków jeżdżących po klubach oglądaliśmy już nie raz. Pierwszy odcinek robi właśnie takie wrażenie, podkręcone kino Vegi. Na plus Frycz, pozamiatał, stara szkoła aktorka bardzo tutaj broni się, młodej idzie trochę słabiej. Metaforyczne sceny na plus, choć chwilami przeciągnięte. Reasumując - jak na polskie kino to nawet niezły kawałek roboty","wszystko czego nie zdołał zrobić Vega, a chciał"
ślepnąc od świateł,(2018-) miniserial,adas2305,31/10/2018 10:23,Zajebisty serial ;),Mega
ślepnąc od świateł,(2018-) miniserial,mp65warka,30/10/2018 23:54,"...to jakiś ""krypto-hołd"" dla ""wiedźmina"" i ""The Walking Dead"" - jednocześnie?!",Początek 6. odc....
ślepnąc od świateł,(2018-) miniserial,kitekptaszek,30/10/2018 19:59,"Czy w filmie pokazano ten sam przedział czasowy , króry opisany jest w książce? Czy książka zawiera dużo więcej wątków?Czy myślicie że można mieć nadzieję na kolejny sezon serialu na podstawie wydarzeń książkowych czy scenariusz trzeba będzie tworzyć niejako zupełnie od zera?Serial własnie skończyłem 11/10 za klimat, muzyke, smaczki w tle, dawno nic mi tak nie podpasowało, a już z polskich produkcji to bankowo nic od czasów pierwszego pitbulla.Za książkę biorę sie niebawem. I cóż , trzeba liczyc na dalsze części serialu","Pytanie do osób, które już oglądały wszystkie odcinki i czytały książkę."
ślepnąc od świateł,(2018-) miniserial,Jjooi_Jjjoo,30/10/2018 08:23,"Jak na debiut glownego bohatera to niezle, szczegolnie sceny erotyczne. Tylko czy to miejsce na eksperymenty? Wg mnie ten sie nie powiodl. Fabula praktycznie nie istnieje takze mozna odcinki ogladac w dowolnej kolejnosci. Mnostwo klisz i ewidentnych inspiracji. Plakat- terminator. Animacja komputerowa wody- lsnienie . Dilerer celebrytow- rodem z super ekspresu czy faktu, posel przebrany w rajstopy z dziwka - piesiewicz . Teledyskowe ujecia rodem z xaviera dolana nawet tego samego kawalku zespolu moderat uzyl. Genialny Frycz az mi szkoda tego aktora, ze jest tak malo wykorzystywany w kinie.",5/10
ślepnąc od świateł,(2018-) miniserial,Shade83,30/10/2018 07:59,"Ale główny bohater to prze okrutne drewno, rozumiem debiut itp no ale niestety na dłuższą metę to jego ""aktorstwo"" strasznie męczy.Reszta bez zarzutu i na wysokim poziomie, świetne ujęcia muzyka.Rozumiem że kreacja głównego bohatera ma nieco przypominać Ryana Goslinga z filmu Drive ale moim zdaniem coś nie pykło, nie psuje to jednak całokształtu aż tak bardzo mimo wszystko najlepszy polski serial ostatnich lat.",Świetny serial
ślepnąc od świateł,(2018-) miniserial,FrightCircus,30/10/2018 01:20,"Serial i rola Chabiora prefekt. Jedyny minus to kreacja głównego bohatera niczym ,,drewniany"" Kevin Costner.",Miazga 
ślepnąc od świateł,(2018-) miniserial,mattigg,30/10/2018 01:06,"Wciagajacy, nowatorski swierzy! Mistrzowsko budujacy napiecie. Wspaniala gra swiatel oraz zabawa kolorami. Mroczne i zle oblicze warszawy. Muzyka ktora idealnie wypelnia dzwiekiem kazda scene . Serial niesamowity. Licze ze po sukcesie tej serii zdecyduja sie na kolejny sezon. Nie zawiode sie jednak jezeli zrezygnuja. Bo nie latwo nagrac dwa razy z rzedu prawdziwy majstersztyk. Saful jezeli kiedykolwiek to przeczytasz.. bo ja bym sledzil wszystko na temat swojego debiutu gratulacje nie wyobrazal bym sobie nikogo innego w tej roli . Pozdrawiam",Serial na swiatowym poziomie!
ślepnąc od świateł,(2018-) miniserial,historyan,29/10/2018 21:00,można.,poziom - true detectives!. made in poland. można? 
ślepnąc od świateł,(2018-) miniserial,Akasha66,29/10/2018 18:33,"Cała noc oglądałam do 8 rano dzisiaj tak poszło po 1 odcinku to chyba najlepsza gwarancja gdy serial tak wciąga i to jak wciąga! Świetny klimat od samego początku i to jak zagrał swoją pierwszą rolę Kamil jest w mojej ocenie wręcz genialne dla człowieka bez przygotowania i warsztatu przebija tych wszystkich nowo-promowanych aktorów .Pewnie że były niedociągnięcia i denerwujace drobiazgi... te sceny gdy miasto zalewa fala są po prostu wykonane jak z gierki ps2 grafika dramat i ta torba z drugami i kasą w lesie mega naciągane bo żadna coca by nie była zdatna do użytku po 8 latach po wyjęciu z ziemi w torbie każdy kto choć trochę ma pojęcie wie na co może się przydać taki towar Dobry shit to świeży shit ale cóż taki był temat w książce która wg mnie bardziej przypomina czasy z dekadę do tylu jeśli chodzi o ,,ludzi z miasta""Ale to nie psuje całości jako genialnie zrobionego filmu bo ten serial jest z pewnością lepszy od tych wszystkich głupich polskich filmów ostatnio robionych .nie oglądam polskich produkcji przez śmieci które powstają wyjątek to belfer s1 i wataha ( które oceniam pozytywnie)Ale najbardziej wciągnęła mnie postać Kuby zagrana przez Kamila który tak realnie zagrał dilera że aż mam ciary..tak bardzo mi on kogoś przypomina kogoś kto już nie żyje od wielu lat i działał w tym temacie i można powiedzieć że to go zabiło Bo za bardzo go wciągnęło I przypomina mi Kamil tego M. nie tylko z wyglądu ale właśnie przez tą mega złożoną osobowość ",Świetny polski serial ostatnich lat 
ślepnąc od świateł,(2018-) miniserial,miko1980,29/10/2018 11:59,"jako naturszczyk nie do końca podołał (wielu wręcz stwierdzi że zawiódł) - mimika i fizys świetne, ale ten drewniany głos którego nie sposób nawet nazwac beznamiętnym...jestem szczerze zaskoczony że reżyser i ekipa okazali się ""głusi"" na dialogi wypowiadane przez tego aktora, dla mnie jest to niestety raczej dyskwalifikujące w przypadku odtwarzania głównej roli, normalnie jakbym słuchał nawigacji samochodowej....Za to wszystkie role gangsterskie ekstra - zwłaszcza Frycz - co prawda zupełnie inaczej wyobrażałem sobie tą postać (jako grubasa w okularach), ale nie zmienia to faktu że zagrana została kapitalnie, no ale to (granie gangusów) już powoli staje się tradycja w polskim kinie - nawet u Patryka Vegi ;)","Gangusy świetne jak zawsze, niestety główny bohater"
ślepnąc od świateł,(2018-) miniserial,megabizonek,29/10/2018 08:24,"Bardzo dobry, ale podobnie jak w przypadku "" Rojst "" końcówka mnie rozczarowała. Jan Frycz 11/10","Bradzo dobry, ale końcówka..."
ślepnąc od świateł,(2018-) miniserial,gabriel76,28/10/2018 22:57,"Miazga!!Wreszcie coś na poziomie,polskie kino idzie ku lepszemu!!",OMG
ślepnąc od świateł,(2018-) miniserial,marcinkf,28/10/2018 19:51,Polecam.,"Wyczesc, revelka kino"
ślepnąc od świateł,(2018-) miniserial,Rejst,28/10/2018 01:06,"Czemu tyle czasu poświęcane jest na te surrealistyczne wstawki . Rozumiem ,że mają one pokazać jak człowiek się zmienia , że zło tak naprawdę jest w każdym z nas i po woli nas pochłania i zczaiłem to po pierwszej takiej wstawce a oni wrzucają je co chwile i każda głupsza od poprzedniej. Jest ich zdecydowanie za dużo. Psują one klimat i niepotrzebnie odrywają nas od świata przedstawionego. Są zbyt przekombinowane a poziom aktorstwa w nich jest wyraźnie niższy. Jednym słowem są po prostu zbędne.",Wstawki
ślepnąc od świateł,(2018-) miniserial,Solderowy133,08/03/2018 07:37,Źródło: rozpiska premier kwietniowych na hbo:https://forum.satkurier.pl/topic/35-prawa-filmowe-premium-da...,Premiera telewizyjna 15 kwietnia
ślepnąc od świateł,(2018-) miniserial,pogodno_2,16/01/2018 17:56,http://qultqultury.pl/slepnac-swiatel-jakuba-zulczyka-nowy-s...,"Premiera, prawdopodobnie w pierwszej połowie 2018 roku."
ślepnąc od świateł,(2018-) miniserial,andrze_r,13/12/2018 05:39,"Niech ktoś mi proszę wytłumaczy fenomen tych Świateł? 2,5 odcinka I dalej nie potrafię się zmusić. Niekończące się ujęcia przejśc przez kluby, dyskoteki i inne imprezy. 100000 k... rw Ch... Ów na sekundę. Przedretwy główny bohater i dretwe dialogi, które mogłyby być o 3/4 krótsze gdyby nie właśnie te k i Ch. Plus to chyba tylko nocne zdjęcia Warszawy.",Niech ktoś mi proszę wytłumaczy fenomen tych Świateł
ślepnąc od świateł,(2018-) miniserial,Cpt_Spaulding,04/12/2018 03:13,"Poza dobrym jak zwykle epizodycznym Fryczem trzeba niestety stale oglądać drewnianego naturszczyka i ciągle wmawiać sobie, że ""to nie jest tylko kolejny serial o przemocy"". Otóż -- jest. Taki bardzo zwyczajny hamburger na wynos podany w nowym kartoniku z ciekawą naklejką. Ale to nadal ten sam hamburger... Rozczarowanie.",Przerost formy nad treścią ze sporą ilością drewna i polskości
ślepnąc od świateł,(2018-) miniserial,mag2402,29/10/2018 22:11,"Właśnie obejrzałam serial (nie czytałam książki). Zastanawiam się nad tym, jak interpretować zakończenie tak bardzo, że postanowiłam Was zapytać.",Zakończenie 
ślepnąc od świateł,(2018-) miniserial,JeanVanHamme,26/11/2018 13:08,"Kupiłem HBO, obejrzałem pierwszy odcinek, wymówiłem umowę HBO.Ja wiem, że nie powinno się oceniać serialu po pierwszym odcinku, ale tym razem mam prawo. Tego się nie da oglądać, a raczej słuchać. Z trzech powodów. Pierwszy to udźwiękowienie (ja wiem, że każdy narzeka na to od zarania polskiej kinematografii, ale prawda jest taka, że język polski jest trudny w emisji i da się to zrobić lepiej). Królestwo dla tego, kto zrozumiał więcej niż 40% słów z dialogu w chińskiej (chyba) knajpie z przekupionym prokuratorem łysym (chyba, serial nie kwapi się do wyjaśniania takich rzeczy). Drugi to żenująco napisane dialogi ""Zamknij ku..a mordę, żebyś nie szczekał jak inne papugi"" jakoś tak. Śmiechłem ze śmiechu, prokurator miał być twardzielem, a sypnął rynsztokową grypserą. Albo dialog po scenie seksu... Makabra. Trzeci powód audio to gra aktorska głównego bohatera, głównie mówiona. Intonacja robota, twardziela robota. Chyba producenci mieli taką wizję, żeby gość był suchy i beznamiętny, ale te cechy też trzeba zagrać, nie można być tylko suchym i beznamiętnym zawsze.","Nie jestem zbyt uczciwy, ale tego się nie da oglądać"
ślepnąc od świateł,(2018-) miniserial,jazenobia,17/11/2018 20:16,"Ogólnie serial rzeczywiście PETARDA...ale czy Wy też macie wrażenie , że wykreowany na początku serialu wizerunek głównego bohatera trochę nielogicznie i za szybko ""rozsypuje się"" na koniec...no bo dlaczego tak poukładany, opanowany gość, który wydaje się być ""ponad tym wszystkim"" , który sprawia wrażenie osoby niesamowicie mocnej psychicznie i FIZYCZNIE... nagle zaczyna się zachowywać bardzo niepewnie , irracjonalnie , jak mięczak, ""panikarz""...daje się zaskakiwać i pobić czy to Maluchowi , czy też temu zapijaczonemu policjantowi Markowi (Lubos), czy też przydupasom Stryja , ...atakuje bez sensu Pazinę itd...jak to możliwe , że na początku serialu nie boi się nawet ""Daria"" (rewelacyjna scena w restauracji u turka..) , kapitalnie stawia się mu itd...a potem wszystko zaczyna pikować w dół, daje się zmasakrować Stryjowi jak dupek , daje się zaskoczyć spanikowanemu Maluchowi ...trochę mi to wszytko nie pasuje i rozczarowuje ",...wizerunek i zachowanie głównego bohatera w ostatnich odcinkach 
ślepnąc od świateł,(2018-) miniserial,vibverma,25/11/2018 23:34,"Drewniane aktorstwo głównego bohatera tak boli...Długie i symetryczne ujęcia - xero z house od cards....Taki trochę ugładzone Vega, bez rzucania „mięsem” sie nie obędzie, no bo jak? ",Bardzo słabe 
ślepnąc od świateł,(2018-) miniserial,amores999,18/11/2018 01:52,"nie no serio co 10 minut tekst nie wolno dotykac kobiet??? w swiecie gangusów ???? lali je i leją jak mokre żyto :-) , serio , kto to robił ??? główna postać to jakis avatar? czy głos komputerowy Tadeusz ? , ciekawy temat zrypany na maxa i ten świąteczny wątek mega ,mega słabo , Jankowska Cieślak zrobiła cała robote w 3 minuty reszta gniot",Gniot
ślepnąc od świateł,(2018-) miniserial,okiemserca,17/11/2018 04:00,"Błagam, niech się fani dobrego kina zrzucą na zdubbingowanie tego klocka co gra główna rolę. To skandal że reżyser jest głuchy i nie słyszy ze mu główny aktor duka teksty, gorzej niż podły syntezator mowy.Proponuję zrobić fanowską wersje serialu wycinając głos tego kołka i podkładając te same kwestie wypowiedziane przez kogokolwiek innego. Nie możesz być gorzej",Zrzutka na dubbing!
ślepnąc od świateł,(2018-) miniserial,Kedar_8,17/11/2018 00:08,"... aż żal tych wszystkich minut. Tych kilku dobrych aktorów nie mogło uciągnąć drewnianych dialogów, aspirującego do drive głównego bohatera.... kto mu pozwolił się odezwać... co za aktorski beton. Szeptana reklama i sponsorowane artykuły nie zastąpią scenariusza.... nie marnujecie czasu.",Beton bez treści. 
ślepnąc od świateł,(2018-) miniserial,Alef_0,15/11/2018 11:39,"cztery odcinki są tak dobre, że ciężko się do czegoś przyczepić. Potem zaczyna się chaos i zatraca się gdzieś realistyczność całej historii. Nie oznacza to wcale, że jest gorzej, po prostu z twardo stojącej na ziemi opowieści zmienia się w oniryczno-paranoiczną jazdę na oślep. Mi bardziej podeszła pierwsza część, bo po prostu takie kino cenię najbardziej. Trudno jednak odmówić siły także drugiej części serialu. Chaos ma uzasadnienie - przecież widzimy świat oczami głównego bohatera. Jest perfekcjonistą, introwertykiem, pedantem i tak widzimy historię - na zimno. Potem, kiedy ta jego konstrukcja się sypie, zaczyna pędzić wydawałoby się na oślep. I tak też widzimy wszystko w drugiej części, tempo filmu zmienia się wprost proporcjonalnie z kokainą wciąganą przez Kubę. Niezły zabieg, który nie pozwala nam tak naprawdę patrzeć na wszystko z boku, patrzymy oczami Kuby. Więc nie wszystko co okazuje się naszym oczom powinniśmy brać dosłownie. Irytują mnie momenty, kiedy protagonista ma przyłożony do głowy pistolet i ma zginąć za sekundę, lecz nagle coś obok wybucha i ratuje mu życie. Ale w tym przypadku, trzeba wziąć pod uwagę, że nie patrzymy już oczami racjonalnego Kuby, ale oczami Kuby, który jest na krawędzi. On tak to widzi, i nie jest istotne czy tak ""było naprawdę"". Jeśli chodzi o samego Nożyńskiego, to zagrał tu perfekcyjnie. Natomiast rola Frycza, to już jedna z najlepszych w historii polskiego kina. Rozmowę w kebabie z Jackiem i Kubą mógłbym oglądać w nieskończoność - ""o, a to nie do mnie tak"". Mistrzostwo.Tak samo jak scena, kiedy Kuba w gorączce jeździ po mieście, starając się bezskutecznie powstrzymać katastrofę, z muzyką Siekiery w tle.","Najlepszy polski serial XXI wieku, choć ja dzielę go na dwie części. Pierwsze"
ślepnąc od świateł,(2018-) miniserial,sew85,14/11/2018 23:31,"Frycz - "" Słuchaj Kubuś, a może pojedziemy na wakacje razem, do Tajlandii. Pojedziemy tam, poruchamy dupeczki, takie fajne, z siusiaczkami, zobaczysz zajebiście będzie""","""słuchaj Kubuś"" - Proszę o najlepsze teksty serialu!"
ślepnąc od świateł,(2018-) miniserial,gineer,13/11/2018 22:07,"Każdy następny odcinek oglądam tylko dlatego, że ktoś dał tu notę 8! Bo tak to dętka. Czemu do głównej roli daje się się gościa, który jeszcze na główną się ni","Każdy następny odcinek oglądam tylko dlatego, że ktoś dał tu notę 8!"
ślepnąc od świateł,(2018-) miniserial,besibo,02/11/2018 10:42,"Książki jeszcze nie czytałem, więc nie mam porównania. Według filmu w którym momencie Kuba umiera ? 1. Stryj go zabija ( jest niepohamowany w swojej agresji )  2. Jacek strzela do niego ( a samochód wybucha symbolicznie )  3. Zabija go Dario ( byłoby to słabe )  4. Zabicie przez Malucha też mi nie pasujeCzy coś innego ? Jego śmierć symbolizuje tabletka, którą się podzielił z rodziną w jego śnie ? Tylko nie pamiętam po jakiej scenie to było ? ",Kiedy Kuba ..... Może spojler
ślepnąc od świateł,(2018-) miniserial,rabarbarus,10/11/2018 23:07,"Tak,k..wa,co k..wa,daj to k..wa,idź stąd k..wa ..... to razi bardziej niż drewniany Kubuś. A szkoda bo do reszty ciężko się przyczepić.I mogło być bardzo dobrze a jest tylko lub aż dobrze.",Max
ślepnąc od świateł,(2018-) miniserial,Anetta_Zientarska,07/11/2018 14:00,"polsa wersja Drive.Wulgarna do granic wytrzymałości ludzkiego ucha.Główny aktor jakiś taki nijako sztuczny.Lepiej się prezentuje kiedy nic nie mówi.Dobre zdjęcia,tylko zdjęcia...",Głowa boli od wulgaryzmów ...
ślepnąc od świateł,(2018-) miniserial,mazol,06/11/2018 15:59,"Ciężko przez to przebrnąć, nie mogę przestać patrzeć na niego jak na psychopatę :p a szkoda bo drugi plan słodziutko wychodzi","Główny bohater wyglada jak typ, który gra obecnie Daniela w Klanie :p"
