title,period,username,date,comment,head
ślepnąc od świateł,(2018-) miniserial,ukradlimirower,30/10/2018 22:42,"Dla mnie Kamil zrobił świetną robotę wraz z osobami które na niego postawiły. Potrafię sobie wyobrazić taką postać. Dilera młodego chłopaka z prowincji który aspiruje do bycia dystyngowanym gentelmenem z casino royal. Udaje że nie należy do półświatka że jest kimś lepszym i nie brudzi sobie rączek. Trochę mu to sztucznie i pokracznie wychodzi i niestety po drodze łamie wszystkie zasady. Ten jednakowy wyraz twarzy i ton głosu może i są wynikiem braków aktorskich ale są tu w punkt, autorzy znali Kamila wcześniej i wiedzieli że on odda całą charzymę tej postaci. Choć wiem że sceny z odcinków były kręcone w różnej kolejności to łatwo dostrzec ogromny postęp w grze głównego aktora. Trzymam kciuki i mam nadzieje że Kamil się jeszcze godzieś pojawi w roli aktora :)",Wielki postęp wraz z każdym odcinkiem
ślepnąc od świateł,(2018-) miniserial,kolczesta,01/11/2018 18:49,Najgorszy debiut jaki w życiu widziałem. Tego typa nie da się słuchać. Serial słaby wzorowany amerykańskimi gownianymi serialikami. Dałbym 7 gdyby zmienili głównego aktora.,Główny aktor
ślepnąc od świateł,(2018-) miniserial,RAF0071,03/11/2018 23:16,"Już po pierwszym odcinku coś mi nie pasowało .Jestem kinomanem i serialowcem.Po drugim było oczywiste-przerost formy nad treścią.Gra aktorska drewniana,dialogi dno.Kilku wybitnych aktorów usiłowało to uratować ale bez skutku.Dla samych poprawnych zdjęć nie jest wart oglądania.",drewno
ślepnąc od świateł,(2018-) miniserial,pasiap1902,26/09/2018 01:28,"czy jest JAKIEKOLWIEK racjonalne wytłumaczenie na zmianę imienia głównego bohatera i jego szefa? i jeszcze takie kretyńskie - że szef dostał imię Jacek, które powinien mieć główny bohater? to idiotyczne.",Imiona
ślepnąc od świateł,(2018-) miniserial,51CK_JOK3R,28/10/2018 20:37,"Świetny, mocny, ciężki, niesamowity klimat od 1 do ostatniego odcinka, po prostu bardzo dobry POLSKI serial! O dziwo? Jan Frycz jako ""Dario"" wypadł REWELACYJNIE! (przynajmniej dla mnie:) Zdecydowanie warto było go obejrzeć!.",Kupuję TO!
ślepnąc od świateł,(2018-) miniserial,KaiserManstein,27/10/2018 19:18,"Obejrzałem cały sezon w ciągu 17 godzin - szczerze, moim zdaniem jest to najlepszy polski serial gangsterski od czasu Odwróconych.PLUSY:1. Po pierwsze obsada - Więckiewicz jako boss, Chabior jako stara recydywa, Lubos, drugoplanowa rola Pazury (scena ćpania i jego mimiki).Dalej Jan Frycz jako ""Dario""... to jest mistrzostwo świata, scena na końcu III odcinka gdzie dochodzi do ""spinki"" między głównym bohaterem a nim, jest bezbłędna - czułem się jakbym sam uczestniczył w tej konfrontacji. Tak samo wyglądała scena kiedy ""Dario"" musztruje prawilnego rapera.Kamil Nożyński pozytywnie mnie zaskoczył. Grał metodycznego, racjonalnego gościa, więc moim zdaniem zakres emocji, jakie ukazywał podczas odrywania postaci był dobry.2. Dźwięk - na HBO GO nie miałem z nim żadnych problemów. Soundtrack podobał mi się przez swoją różnorodność: od polskich hitów, disco latino, disco polo które daje klimat wiejskiego wesela, kończąc na muzyce klasycznej i elektronicznej która napędzała napięcie. Aha i muzyczka z intro też trafiona.3. Chciałbym zaznaczyć, że nie czytałem książki, jednak udział autora powieści w produkcji myślę że dobrze przytrzymał konwencje i ustanowił tempo akcji. Pozytyw za brak większych dziur fabularnych - co jest przeciwieństwem w stosunku do Paktu HBO, na którym się bardzo zawiodłem.4. Reżyseria i zdjęcia - bardzo podobały mi się ujęcia Warszawy, sceny jazdy, praca kamery przy okazji kręcenia imprez. Super.5. Wulgaryzmy - moim zdaniem teksty Więckiewicza gdzie w zdenerwowaniu leci 100 ku@$! na minutę, lub gadka starego recydywisty odgrywanego przez Chabiora jest taka jak być powinna być.MINUSY:1. ""Psychodeliczne"" scenki czasem mnie irytowały, aczkolwiek rozumiem ich konwencje i założenie dla fabuły.2. Końcowa scena mnie zawiodła. Ale hmm... jeśli ten serial okaże się hitem to HBO może poprosić o jakąś formę kontynuacji.Kończąc, trzymam kciuki za takie polskie produkcje. ",Po pierwszym sezonie
ślepnąc od świateł,(2018-) miniserial,michal.2907,25/08/2018 20:54,"Jakub pamiętasz ze studiów tego kumpla Filipa, tego długowłosego z reklamówką, który cię częstował fajkami blackdeath? To ja :) Wszystkim się chwalę, że cię kiedyś znałem.Ad rem. Poza zmianą imienia bohatera reszta brzmi świetnie. Zwiastun miazga! Wielki plus za te sceny senne. Oby w ostatnim odc spadł deszcz :) Bohater- debiutant świetny. Oby Frycz dał radę i wychwycił ten niesamowity mrok Daria. W obsadzie brakuje tylko Wojewódzkiego :)To może być najlepszy polski serial od czasu 'Gliny'.",Najbardziej oczekekiwany przeze mnie serial!
ślepnąc od świateł,(2018-) miniserial,ewaw59,29/10/2018 17:09,"taka ma być ,właśnie taka z drewna",ta postać
ślepnąc od świateł,(2018-) miniserial,dredjack,03/11/2018 18:40,"Serial byłby swietny, ale fatalna gra aktorska głównego bohatera całkowicie zepsuła odbiór. Koles jak tak drewniany, że amatorzy z paradokumentow Polsatu wypadają lepiej. Szkoda wielka, bo serial nie ma słabych stron. Na polskie warunki dalbym 9, ale ten pinokio rozłożył serial na łopatki i daję 6. Kurcze, Więckiewicz genialny jako gangster burak, podobnie Frycz, dugi plan wypada równie wiarygodnie. Nawet ludzie grający epizody wypadli lepiej. Jedynie laska głównego bohatera była rownie niewiarygodna. Pinokio co gębę otworzył, to zęby bolały. Mroczki z ""M jak miłość"", to przy nim geniusze sztuki aktorskiej. Dialogi w końcu wiarygodne, prosto z ulicy, a ten wypowiadal je jak kloc. Swietna muzyka, sdjecia, klimat. Ale co z tego kiedy męczyłem się do ostatnioho odcinka. Jak mozna bylo wydać tyle hajsu, zatrudnić plejadr gwiazd, stowrzyc wiarygodny, klimatyczny swiat i jako glownego bohatera obsadzic człowieka znikąd o zerowych umiejętnościach? Malo w Polsce aktorów o nieznanych twarzach? To jakis kumpel reżysera czy jak? Bo nir wierzę, żeby reżyser doskonale prowadząc profesjonalnych aktorów, nie widział jak gra ten kloc. Najgorsze, że jest szansa na drugi sezon.",Główny bohater to drewniana tragedia
ślepnąc od świateł,(2018-) miniserial,Repulsion,30/10/2018 23:01,A łysy Jan Frycz wygląda jak psychopata! :),Cud miód malina
ślepnąc od świateł,(2018-) miniserial,michal.2907,28/10/2018 00:22,"Czekałem długo z kilku powodów. Po pierwsza dlatego, że znam osobiście Jakuba Żulczyka. Pamiętam go ze studiów. Czy on mnie pamięta? Nie wiem, miał wtedy wielu znajomych, a ze mną rozmawiał z kilka razy. Za to ja go pamiętam świetnie i wszędzie się tą znajomością chwalę. Drugiej takiej gwiazdy nie znam :)Po drugie. I tu powody osobiste nie maja znaczenia- genialny z niego pisarz, a książka 'Ślepnąc od świateł' mnie rozgniotła, zmiażdżyła, zmasakrowała. Dlatego czekałem na serial i bałem się o efekt. Jestem po 2 odc i serial miażdży! Nazwisko reżysera Krzysztofa Skoniecznego jest ważne. On był lektorem audiobooka 'Ślepnąc od świateł'! Btw genialnie się sprawdził! Zna książkę dobrze, poczuł ją, wiedział czym jest.Fabuła niby standardowa. Gangsterka, Warszawka, dilerka. W złych rękach wyszedłby nasty Vega. Ale Skonieczny tego nie zrobił. Zapamiętał i zachował ten niesamowity mroczny i duszny klimat. Tu nie ma miejsca na oddech! To jest wędrówka po piekle! Z zimnym diabłem w roli przewodnika.Nie wiem, do czego to porównać. To jest mocne, przygnębiające, przygniatające wręcz. Jak książka. Kto czytał i to kupił, ten powinien być zachwycony. Skonieczny znalazł sposoby na oddanie tego klimatu. Muzyka i OST wymiatają, zdjęcia skąpane w cieniu i mroku również. I to auto, i te eskapady po piekle... I to czekanie na deszcz... Hipnotyzujące!Do zmiany imienia z Jacusia na Kubusia ciężko przywyknąć, ale to drobiazg. Aktorstwo to przykrywa. Debiutant Kamil Nożyński jest NIESAMOWITY. Całość tej postaci poraża. Strój, głos, spojrzenie... Sporo było fanowskich kandydatur na tę rolę. Skonieczny wziął gościa znikąd i rozpie... system. Waham się nad Fryczem. Niby trochę przerysowany, ale jeśli rzeczywiście jesteśmy w piekle (bo jesteśmy), to Frycz w roli demona jest świetnie wpasowany. No i jest tą barierą, której Kubuś- Jacuś- Kamil Nożyński nie przejdzie.To genialnie wypadło i w książce i w serialu. Ta bariera światów. Kubuś i jego chłód sprawdza się w brutalnych realiach warszafki (patrz: scena w Betlejem, 2 odc), ale w końcu pojawia się ktoś, kto pokazuje, że Kubuś to jednak wykształciuch. Może nie zedrze z niego maski, bo to nie maska. Ale pokaże mu miejsce w szeregu. Ciężkie, mocne, mroczne, zimne, hipnotyzujące, przejmujące i przerażające. Takie skojarzenia mi się nasuwają. Zna ktoś coś podobnego? Bo mi się nic nie kojarzy.Dawno czegoś takiego nie oglądałem!",Czekałem długo... i się doczekałem. Miazga! 10/10.
ślepnąc od świateł,(2018-) miniserial,pepe0303,18/11/2018 09:40,Tak jak w tytule.,Marcin Dorociński jako główny bohater byłby idealny.
ślepnąc od świateł,(2018-) miniserial,Denis,28/10/2018 19:41,"Od lat omijam Polskie seriale. Nie mogę się zmusić aby przysiąść wreszcie do Belfra, Kruka czy Watahy. Do ""Ślepnąc od Świateł"" usiadłem po dobrych recenzjach książki Żulczyka, której też nie czytałem. Usiadłem i wpadłem. W tym serialu wyszło wszystko i czegoś tak dobrego nie widziałem już od dawna (mówię tu rownież o zagranicznych serialach). Zatem po kolei: * aktorzy: HBO postawiło wszystko na jedną kartę i do głównej roli wyznaczyli debiutanta, który z aktorstwem nie miał dotychczas nic wspólnego. Kamil Nożyński bo o nim mowa wyszedł z powierzonego mu zadania z obronną ręką, a jego Kuba to postać świetnie zagrana i bardzo wiarygodna. Drugi plan również jest świetny zarówno po stronie starej aktorskie gwardii: Frycz, który przeszedł sam siebie tworząc postać tak przerażającą, że widz stresuje się gdy tylko pojawia się na ekranie; Więckiewicz nie schodzący poniżej swojego aktorskiego talentu, Chabior i Lubas grających to co zawsze oraz Kuba Wojewódzki.. przepraszam Cezary Pazura, który wraca do I ligi polskich aktorów. Młodzież i debiutanci również spisali się na medal i nie ma nikogo do kogo mógłbym się przyczepić (co w Polskich filmach/serialach jest rzadkością).* reżyseria i scenariusz: nie przepadam za Hardcore Disco, więc nie do końca ufałem Skoniecznemu, ale ten 35 letni reżyser pokazał że na przestrzeni kilku lat dopracował swój warsztat na tyle, aby finalnie zachwycać przez 8 godzin seansu serialu. * zdjęcia i montaż: Warszawa nigdy nie była jeszcze tak piękna i przerażająca zarazem. Piękne mastershoty, niesamowite ujęcia i odpowiednie cięcia sprawiają, że kilkakrotnie zbierałem szczękę z podłogi. * muzyka: Tu też nie ma żadnych podstaw do narzekania. Świetne kompozycje uzupełniają tak jak należy to co widzimy na ekranie, a soundtrack wypełniają znane utwory zarówno polskich i zagranicznych artystów (brawa za The Streets!). Jedyne do czego mógłby się przyczepić to efekty CGI i sekwencja zalania Warszawy. Nie jest źle, ale mogło być lepiej.Koniec końców - POLECAM!! Wreszcie mamy Polski SERIAL, którego nie musimy się wstydzić. Mocne 9/10. Coś genialnego :-)",Genialny !!!
ślepnąc od świateł,(2018-) miniserial,iamsplesher,30/10/2018 13:47,"Prawie 2019 rok a udźwiękowienie miejscami przypomina filmy z PRL. Kubuś aktorsko padaka ale można wybaczyć przez fakt pierwszego razu na ekranie.(I nie mówie tu o świadomym graniu drętwego typa) Frycz 11/10. W moim odczuciu jeżeli ktoś zatopił się kiedyś w świat Pitbulla (mowa oczywiście o pierwszych serialowych sezonach) bądź chociażby Odwróconych to wie, jak wysoko postawiły poprzeczkę te produkcje i ciężko teraz ogląda się takie coś. Uwielbiam Chabiora i Więckiewicza ale wydaje mi się, że grają tu dziwaczne role, w szczególności Chabior. Cała tematyka sztos, wykonanie mizerne.",Niestety
ślepnąc od świateł,(2018-) miniserial,Sherlock0,26/11/2018 21:13,W wykonaniu Frycza i Więckiewicza. Zresztą takich genialnych scen w tym serialu jest znacznie więcej.,Scena w odc. 3 w Restauracji - Majsterszczyk
ślepnąc od świateł,(2018-) miniserial,Boomslang76,17/10/2018 12:03,po tym serialu...,Książka wg mnie bardzo dobra...dużo sobie obiecuję
ślepnąc od świateł,(2018-) miniserial,Ferbi155,27/10/2018 17:37,"A dlaczego? Zwiastun przypomina amerykanskie zwiastuny, co już jest na plus, bo mnie strasznie się spodobał. Po pierwsze: reżyseria Krzysztof Skonieczny - to człowiek który wyrezyserował też ""Hardkor Disko"", film który jest dość mocno dziwny, ale po obejrzeniu takiego filmu, miałem lekko zryty łeb. Po drugie nie jest to kolejny TVNowski serial, tylko serial od HBO. Ja czekam z nicierpliwościa",To będzie jeden z lepszych seriali. 
ślepnąc od świateł,(2018-) miniserial,michal.2907,09/11/2017 10:41,"Poznałem w wersji audio. Zmiażdżyła mnie. Niesamowicie ciężki klimat. Nieziemskie dialogi, które w kółko cytuje. Strasznie mocno trzymam kciuki za ten serial, bo łatwo to spier... Oby nie wyszedł płaski sensacyjniak.Pazura jako 'najlepszy klient'? Pasowałby.",Książka genialna
ślepnąc od świateł,(2018-) miniserial,gugsio,03/11/2018 10:57,Urwa jaka rola! Chłopie Ty byś błyszczał nawet u Quentin Tarantino. Świetne wcielenie!!,Frycz!!!
ślepnąc od świateł,(2018-) miniserial,michal_kurzynski,28/10/2018 18:07,"Można gadać, że Kuba nie Jacuś, Że Jacuś nie Piotr, że Dareczek nie taki, jak go Skocznieczy czytał ale serial broni się i to na maksa. Jest teledyskowy, mocny, dosadny, debiutant Kubuś daje radę by ująć to obiektywnie. Kubuś bywa drętwy, ale czy nie taki jest książkowy pierwowzór? Czy nie wqrwia czasem czytelnika swoim upartym charakterem?Serial jest MIAZGA!!!! Sztos :) Gratuluję twórcom, i dziękuję HBO za inwestycję :)","Kocham książkę, serial dotrzymał kroku"
ślepnąc od świateł,(2018-) miniserial,redrooster,28/10/2018 16:46,Coś pod 8 minut. Aż puściłem jeszcze raz. Koordynacja robi wrażenie.,Całe wesele na jednym ujęciu!!!
ślepnąc od świateł,(2018-) miniserial,lukasz800,28/10/2018 04:23,"genialna gra aktoraska muzyka zdjecia ,mocne klimatyczne kino ,juz dawno nie widzialem tak dobrego polskiego serialu",REWELACJA!!!
ślepnąc od świateł,(2018-) miniserial,afromarian,07/12/2018 14:43,"Ot, taka opowiastka o biednym ale dobrym i inteligentnym chłopaku z Mazur. Handluje narkotykami, ale to nie on jest zły tylko świat który go otacza.",Główny bohater bardzo irytujący
ślepnąc od świateł,(2018-) miniserial,nynavee,30/10/2018 16:47,"Główny bohater w pewnym momencie mówi nieświadomie o sobie: Czy nie myślałeś o tym, że w ostatnim tygodniu zrobiłeś najgłupsze rzeczy w swoim życiu? I ten serial dokładnie o tym jest - o paśmie fatalnych decyzji, które doprowadzają cię tam, gdzie nigdy nie chciałeś się znaleźć. Świetny klimat szarej, ponurej Warszawy, pełnej nocnych klubów i naćpanych celebrytów. Ślepnąc od świateł wciąga widza tak, jak świat mafii, głównego bohatera.Więckiewicz, Frycz (!), Chabior, Pazura, Lubos, Malikowska, Suszyński, wszyscy ciężko pracują na to, aby ten serial tak dobrze się oglądało. Największe zarzuty można mieć do odtwórcy głównej roli - Kamila Nożyńskiego - są momenty, że drętwym podawaniem dialogów, kładzie scenę, która inaczej mogła by wyjść śpiewająco. ALE pod względem prezencji genialnie wpisuje się w wykreowany świat zimnej Warszawy, no i jego osobność gry aktorskiej całkiem nieźle zazwyczaj wpisuje się w jego postać - człowieka spoza, który wyobraża sobie, że nie należy do środowiska, w którym cały czas się obraca. Póki co - to najlepszy, najbardziej równy i przemyślany polski serial, jaki widziałam (choć zaznaczam, że nie widziałam Kruka) i faktycznie oglądając go można mieć poczucie, że udało się dogonić świat pod względem sztuki serialowej. Dobrze spędzone 8 godzin!Pełna recenzja: https://www.youtube.com/watch?v=rFRI68YfuDY",Dobry chłopak był i mało pił
ślepnąc od świateł,(2018-) miniserial,persu,10/11/2018 20:40,"Dialogi,klimat mega. Prawdziwa Warszawka.",Ten serial jest zajebisty
ślepnąc od świateł,(2018-) miniserial,Cannibal3,18/11/2018 19:55,"Klimat serialu jest po prostu fantastyczny; wulgarny, ciężk i momentami bardzo przygnębiający, pełen seksu i przemocy. Świetne dialogi, dobrze zrealizowane sceny seksu lub te, które przesiąkają brutalnością. Frycz i Więckiewicz podobali mi się najbardziej, Chabior i Malikowska również bardzo dobrze się spisali. Pazura tu chyba gra coś ala Kuba Wojewódzki :P Generalnie mamy tu naprawdę dobre akrtorstwo mimo, iż główny bohater lekko rozczarował (swoją droga był to jego debiut). Mamy tu rozrysowaną ciemną stronę Warszawy- począwszy od celebrytów, poprzez bananowców i organy ścigana. Do tego masa koki, która napędza tamtejszy rynek - bardzo dobrze to wyszło. Nie umknął mi oczywiście często podkreślany wątek rodem z powieści Lovecrafta - Cthulhu, a przynajmniej ja to tak odebrałem. No i Dario jako ten wszędobylski Diabeł, którego zabić najwyrazniej się nie da i sprzeciwić również bardzo trudno ;DHumor i teksty są bardzo dobrze zbalansowane, o wiele mniej sztywne i schematyczne jak u Vegi.Bardzo polecam. Realizacja, gra aktorska, i wątek fabularny - fantastyczne.Oby powstał kolejny sezon, bo takie polskie produkcje chce się oglądać.",Kapitalny serial a Frycz mistrzostwo!
ślepnąc od świateł,(2018-) miniserial,Yerzay,12/12/2018 15:30,"Czy tylko ja nie rozumiem hejtu na głównego aktora? Jak dla mnie to była wisienka na torcie. Chaotyczny świat pełen postaci z charyzmą, świat potwórów i główny bohater, zimny, stonowany. Ten kontrast pomiędzy bohaterem, a światem, to chyba najlepsze, co spotkało ten serial. No chyba, że chcemy kolejnego terminatora, który wpada do hotelu, kładzie 10 typa i wychodzi, puszczając wszystko z dymem. Wystarczy pięć minut, aby zobaczyć, że pan Kamil Nożyński umiejętności aktorskie posiada, a jego niezwykła kreacja w tym serialu, jest błędnie brana za ich brak",Hejt na głównego aktora.
ślepnąc od świateł,(2018-) miniserial,Rejst,28/10/2018 02:32,"Jak to jest , że każdy polski serial na początku , w pierwszych odcinkach jest całkiem spoko a im dalej w las tym gorzej a zakończenie to już jakieś nieporozumienie. Belfer ,Rojst i Ślepnąc od świateł . Nic tylko czekać na kolejne produkcje. Nikt nie potrafi porządnie zamknąć fabuły . Sprowadza się to do tego , że na końcu wszystko się trzyma kupy tylko tak trochę . Patrzy się na początek serii i trudno uwierzyć , że ta sama osoba pisała scenariusz ostatniego odcinka .",Jak to jest
ślepnąc od świateł,(2018-) miniserial,Qchy,29/10/2018 00:23,"Tak na prawdę macie wybór, czytać książkę albo obejrzeć serial.Od technicznej strony efekt coraz lepszy z każdym odcinkiem. Ujęcia kamery rewelacja, można się wczuć w akcję. Muzyka średnio dobrana szczególnie na początku, całość rozkręca się od 4 odc. Aktorzy dobrani perfekcyjnie do książkowych ról, szczególnie Frycz zmiótł postacią Daria, odwzorowanie 100%. Najgorzej wypadła kobieta głównego bohatera też bez żadnej kariery aktorskiej, totalne drewno jak w przedstawieniu z podstawówki. Główny dopóki się nie odezwie pasuje idealnie. Ogólnie całość utrzymana w koncepcji teatru telewizyjnego, ujęcia wszystkich aktorów na dużym planie bez cięć, dopracowanie szczegółów, cudo. Dialogi żywcem wzięte z książki, kropka w kropke. Myśli głównego bohatera zawarte w fantastycznych wstawkach między normalnymi scenami, więcej trzeba się domyślać niż jak w książce gdzie wszystko podane na tacy, ale to dodaje klimatu. Ogólnie gra aktorska mocno przerysowana, jakby wyciągnięto ekipę z teatru, odejmuje to realizmu ale bardziej angażuje emocje. Widać, że Żulczyk artystycznie wziął sobie serial do serca i nie dał tego schrzanić. Takich scen tortur, napadów, nagości czy dialogów nie zobaczycie obecnie w tv. Przypomina stare polskie filmy, gdzie nikt nie bawił się jak teraz w ogólnie przyjęte koncepcje.Dla mnie polski serial roku 2018.",Mistrzostwo
ślepnąc od świateł,(2018-) miniserial,natalia_rachuta,28/08/2018 21:22,Książka a film,Oby był równie dobry jak książka. 
ślepnąc od świateł,(2018-) miniserial,Sherlock0,26/11/2018 21:16,"Czytały książkę? Główny bohater tam taki jest. Stonowany, nie mówi więcej niż musi. Nie rzuca się w oczy. Fakt, Nożyński w paru dialogach nie blysnął warsztatem aktorskim, być może mógł lepiej.. Ale mówimy o Debiutancie, który i tak sobie dobrze poradził i którego kreacja i tak nadaje klimat temu serialowi.",Czy osoby negatywnie komentujące głównego bohatera.. 
ślepnąc od świateł,(2018-) miniserial,RoStryR,28/10/2018 06:19,"Jak na polskie realia serialowe jest coraz lepiej, to kolejna perełka, którą łyka się w jeden (dłuższy) wieczór, świetnie odegrane role, atmosfera, dialogi. Naprawdę fajnie to wszystko się ogląda.",Polski a bardzo dobry....
ślepnąc od świateł,(2018-) miniserial,Brtk_brtk,09/12/2018 22:07,...do tej pory nie oglądałem bardziej klimatycznego serialu zrobionego w Polsce.Wielu się czepia że główny aktor jest drewniany. Zaczęło mnie to irytować gdzieś koło 4 odcinka ale gdy wciągnąłem się w fabułę gra Pana Kamila stała się idealnie pasująca do postaci. Poza tym uważam że jak na debiutanta zagrał rewelacyjnie. Główny bohater miał być opanowany i zimny i taki był. Naprawdę ta rola się broni...Więckiewicz mistrz świata. Wyglądało to jakby Pan Robert wchodził na plan z marszu i grał po prostu samego siebie tak naturalnie to wyszło.Zarejestrowałem się na HBO bo zajawki z Panem Fryczem były mega niesamowite i niektóre obejrzałem parę razy ale okazało się że Daria jest tutaj mniej niż by się mogło zdawać. Czasami udaje się przewidzieć jak niektóre motywy się potoczą ale tak naprawdę serial zaskakuje.Mam wrażenie że niektóre ujęcia (szczególnie jadących aut) są inspirowane grami komputerowymi typu GTA itp. W filmie wyglądają bardzo dobrze.Irytowały mnie wstawki z wyobraźni głównego bohatera. Rozumiem że Twórca miał coś do przekazania ale niestety były one męczące ( i dla mnie) niepotrzebne.Osobiście interpretuje to jako zobrazowanie depresji głównego bohatera ale może inni uważają inaczej.Ostatni odcinek sprawił że zacząłem się zastanawiać czy to wszystko co sie wydarzyło nie jest halucynacją lub wyobrażeniem wynikającym z naćpania głównego bohatera i czy to trochę się nie skończy jak Podziemny krąg...Jedyne do czego bym się mocno czepiał to śmierć Daria. Chłopaki zakopali go w lesie a on się odkopał i przeżył???? Bardzo mocno to naciągane!!!!! Bardzo mocno! Ja wiem że w filmie jest wiele rzeczy do którym można mieć różne uwagi ale to jest mocno przesadzone. Można było inaczej zaaranżować zabójstwo z którego ledwo udało się wyjść.Ja polecam mocno bo czegoś takiego wyprodukowanego w Polsce jeszcze nie było.,Polecam
ślepnąc od świateł,(2018-) miniserial,fanzlalka,09/12/2018 13:52,"w główną rolę nie obsadzili ; Karola, Adamczyka, Roznerskiego, Zakościelnego, itp",ogromny plus na HBO za to że 
ślepnąc od świateł,(2018-) miniserial,mwkk1,26/11/2018 02:08,"Bardzo dobry serial, wciągająca fabuła, postać głównego bohatera - mistrzostwo. Powściągliwość i profesjonalizm Jakuba to najbardziej elektryzujące aspekty filmu. 10/10",Bardzo dobry serial 
ślepnąc od świateł,(2018-) miniserial,zabsaa,03/11/2018 12:19,"Świetny serial, główna postać genialna - gratulacje za taki debiut Kamila Nożyńskiego. Bomba 10/10 jak dla mnie. Polecam serdecznie.",Bomba
ślepnąc od świateł,(2018-) miniserial,bobobob,07/12/2018 10:37,"Co myślicie o wyjątkowo negatywnym, zepsutym obrazie Warszawy? Oglądając pierwszy odcinek zobaczyłem wyjątkowe podobieństwo monologu Kuby do monologu Nortona pokazujący zarówno miłość jak i nienawiść do miasta (w tym przypadku NY).",Obraz Warszawy i podobieństwo do 25th hour
ślepnąc od świateł,(2018-) miniserial,maximus20080701,25/11/2018 07:42,"Wreszcie bardzo dobry naprawdę świetny serial polski, prawdziwie ukazane sytuacje,brutalny i dający do myślenia,Frycz genialny po prostu genialny w swojej roli",Nareszcie 
ślepnąc od świateł,(2018-) miniserial,marygos85,24/11/2018 18:06,"Co do głównego aktora i waszych gorzkich żalów że drewniane gra, że to sramto ... Polecam przeczytać książkę ze ZROZUMIENIEM ;P To nie jest tani melodramat, taki jest główny bohater. Podziwiam Kamila Nożyńskiego bo sztuką jest zagrać taka postać, nie miotając się jak na deskach teatru, a jednocześnie pokazując dobitnie i bardzo profesjonalnie Kubę jako postać. Ode mnie",Bardzo dobra adaptacja książki
ślepnąc od świateł,(2018-) miniserial,babaaa,22/11/2018 22:44,"Im dalej w las tym więcej drzew ... :-/Z początkowej oceny 8 zrobiła się finalnie 5-ka.Wczesniej czytałem książkę i byłem ciekaw jak udało się ja przenieść na ekran .Dużo sobie obiecywałem po obsadzie aktorskiej i produkcji HBO , a tu ... lipa panie :-(Świetna gra ZAWODOWYCH aktorów niestety nie była w stanie zrównoważyć drewna granego przez postaci pierwszoplanowe. Szkoda , bo był potencjał na naprawdę dobry serial w krajowych klimatach.",Książka zdecydowanie lepsza 
ślepnąc od świateł,(2018-) miniserial,ppaatt2,05/12/2018 00:46,"Mam pytanie, czy ten serial jest w jakikolwiek sposób dystrybuowany za granicą? A jeśli nie to czy są takie plany? Ma potencjał, aby spodobać się międzynarodowej widowni, zresztą nawet zechciałem go polecić kilku moim znajomym, ale ciężko go znaleźć. Z tego co wiem na pewno jest dostępny na HBO Europe (Europa środkowa + Hiszpania + chyba Włochy), a co z UK, Niemcami oraz USA/Kanadą/Ameryką Południową? Dlaczego na YT jest polski trailer + hiszpański oraz rumuński (napisy), a brakuje lingua franca - angielskiego? (który musiałem wygrzebać na Vimeo.).Dodam, że na IMDb klasycznie tylko Polacy recenzują, żadnych anglojęzycznych recenzji w Internecie. Kompletnie też zignorowany serial przez piratów.",Dystrybucja za granicą
ślepnąc od świateł,(2018-) miniserial,grzesiakjagoda,29/10/2018 13:58,"Jan Frycz zagrał fenomenalnie! Debiut Kamila udany. Warto poświęcić uwagę. Jedna z najciekawszych produkcji HBO tego roku. Brawa za efekty wizualne , zdjęcia, muzykę. ",W końcu!
ślepnąc od świateł,(2018-) miniserial,Giff,10/11/2018 12:11,"Serial warto obejrzeć choćby dla Frycza, Więckiewicz i Pazury. Rewelacyjny, niesamowity wręcz Frycz, Więckiewicz jak zwykle super. Pazurę dawno skreslilem i okazało się, że niepotrzebnie. Gra super",Rewelacyjne rolę aktorskie
ślepnąc od świateł,(2018-) miniserial,indus73,08/11/2018 23:20,"Totalne dno. wytrzymałem dwa odcinki. Na tle węgierskich, czy rumuńskiej produkcji HBO, aż wstyd, że ten film powstał w naszym kraju. Drewniana gra aktorów, dialogi drętwe, jak zwykle, co drugie słowo na ""k"", na siłę uduchowione sceny ( modlitwa do Boga o deszcz",Totalne dno
ślepnąc od świateł,(2018-) miniserial,Wioletta_swies,05/12/2018 06:49,"To jest na podstawie książki, ekranizacja zepsuła wszystko. Czytajcie książki, no ludzie...",Książka! 
ślepnąc od świateł,(2018-) miniserial,dosia43,22/11/2018 19:56,"Rola oskarowa.Obejrzałam wszystkie odcinki. Dziś rano pomyślałam, że jakbym Pana spotkała na ulicy, to bym sie po prostu bała! A to chyba oznaką, że zagrał Pan doskonale!",Jan Frycz
